model;rok;cena;cena_srednia;cena_procent;przebieg;przebieg_sredni;przebieg_procent;link
Peugeot 500;2021;22.177777777777777;24.79;-10.5;36;46.33;-22.3;otomoto.pl/osobowe/oferta/peugeot-5008-bogata-wersja-nawigacja-led-kamera-cofania-zarejestrowany-ID6GnDXk.html
Peugeot 500;2010;4.111111111111111;4.87;-15.6;68;168.11;-59.6;otomoto.pl/osobowe/oferta/peugeot-5008-peugeot-5008-1-6-thp-ID6Gi0Z7.html
Peugeot 500;2011;4.422222222222222;5.35;-17.3;149;165.78;-10.1;otomoto.pl/osobowe/oferta/peugeot-5008-1-6120kmparktroniknawigacja-ID6GzAhB.html
Peugeot 500;2018;13.31111111111111;16.43;-19.0;129;138.28;-6.7;otomoto.pl/osobowe/oferta/peugeot-5008-2019-salon-polska-bezwypadkowy-7-osobowy-faktura-vat-23-ID6GCdur.html
Peugeot 500;2018;13.31111111111111;16.43;-19.0;129;138.28;-6.7;otomoto.pl/osobowe/oferta/peugeot-5008-2019-salon-polska-bezwypadkowy-7-osobowy-faktura-vat-23-ID6GCdur.html
Peugeot 500;2018;13.311333333333334;16.43;-19.0;100;138.28;-27.7;otomoto.pl/osobowe/oferta/peugeot-5008-benz-100300km-navi-fv23-oplacony-ID6GzqMc.html
Peugeot 500;2019;13.330888888888888;19.74;-32.5;100;126.05;-20.7;otomoto.pl/osobowe/oferta/peugeot-5008-benz-100500km-i-cocpit-klimatronic-fv23-oplacony-ID6GAv3v.html
Peugeot Partner;2017;7.333333333333333;7.84;-6.5;153;169.33;-9.6;otomoto.pl/osobowe/oferta/peugeot-partner-peugeot-partner-tepee-ID6GDBqv.html
Peugeot Partner;2014;7.088888888888889;7.64;-7.2;140;155.5;-10.0;otomoto.pl/osobowe/oferta/peugeot-partner-teepe-1-6-benzynka-140-ooo-km-klima-super-stan-2014-rok-ID6Gg5Lt.html
Peugeot Partner;2012;4.733333333333333;5.63;-15.9;150;193.83;-22.6;otomoto.pl/osobowe/oferta/peugeot-partner-1-6-benzyna-150-tys-km-5-drzwi-podg-fotele-hak-ID6GzGMC.html
Renault Arkana;2022;24.422222222222224;25.74;-5.1;18;29.64;-39.3;otomoto.pl/osobowe/oferta/renault-arkana-arkana-1-6-e-tech-intens-mmt-ID6GBGE1.html
Renault Arkana;2022;24.422222222222224;25.74;-5.1;11;29.64;-62.9;otomoto.pl/osobowe/oferta/renault-arkana-1-6-e-tech-intens-145km-mmt-fv23-ID6G44rp.html
Renault Arkana;2022;24.422222222222224;25.74;-5.1;8;29.64;-73.0;otomoto.pl/osobowe/oferta/renault-arkana-1-3-tce-140km-zen-fv23-krajowy-dealer-renault-keller-ID6G3Uzc.html
Renault Arkana;2022;23.977777777777778;25.74;-6.8;20;29.64;-32.5;otomoto.pl/osobowe/oferta/renault-arkana-arkana-1-3-tce-mhev-intens-edc-salon-pl-aso-gwarancja-2025r-ID6GCQ1A.html
Renault Arkana;2023;26.644444444444446;28.67;-7.1;13;16.98;-23.4;otomoto.pl/osobowe/oferta/renault-arkana-arkana-1-6-e-tech-techno-mmt-ID6GuY2f.html
Renault Arkana;2023;26.644444444444446;28.67;-7.1;2;16.98;-88.2;otomoto.pl/osobowe/oferta/renault-arkana-auto-podemonstracyjny-ID6Gge1q.html
Renault Arkana;2022;23.755555555555556;25.74;-7.7;24;29.64;-19.0;otomoto.pl/osobowe/oferta/renault-arkana-renault-arkana-1-3-tce-mhev-zen-edc-5d-pierwszy-wl-f-vat-23-ID6GyeOw.html
Renault Arkana;2023;26.422222222222224;28.67;-7.8;10;16.98;-41.1;otomoto.pl/osobowe/oferta/renault-arkana-arkana-1-3-tce-mhev-evolution-edc-ID6Gdst6.html
Renault Arkana;2022;23.311111111111114;25.74;-9.4;21;29.64;-29.1;otomoto.pl/osobowe/oferta/renault-arkana-zen-tce-140-edc-2022r-gwarancja-fabryczna-vat23-salon-polska-serwis-ID6GAY4Y.html
Renault Arkana;2022;23.311111111111114;25.74;-9.4;18;29.64;-39.3;otomoto.pl/osobowe/oferta/renault-arkana-zen-tce-140-edc-2022r-gwarancja-fabryczna-vat23-serwis-aso-salon-po-ID6GB9mB.html
Renault Arkana;2022;23.08888888888889;25.74;-10.3;21;29.64;-29.1;otomoto.pl/osobowe/oferta/renault-arkana-arkana-1-3-tce-mhev-zen-edc-140km-ID6G2IVC.html
Renault Arkana;2022;22.200000000000003;25.74;-13.8;25;29.64;-15.7;otomoto.pl/osobowe/oferta/renault-arkana-1-3-tce-140-automat-salon-pl-fv23-gwarancja-ID6GAWvU.html
Renault Arkana;2022;21.744444444444444;25.74;-15.5;27;29.64;-8.9;otomoto.pl/osobowe/oferta/renault-arkana-oferta-dealera-fv23-zen-1-3-tce-automat-kamera-led-znaki-ID6GDGlP.html
Renault Arkana;2022;21.755555555555556;25.74;-15.5;9;29.64;-69.6;otomoto.pl/osobowe/oferta/renault-arkana-1-3-benzyna158-kmautomatkamerapolecam-ID6GAjb0.html
Renault Austral;2023;35.0;37.21;-5.9;10;16.24;-38.4;otomoto.pl/osobowe/oferta/renault-austral-techno-mild-hybrid-160-auto-g-2023-ID6Gh7sC.html
Renault Austral;2023;34.422222222222224;37.21;-7.5;9;16.24;-44.6;otomoto.pl/osobowe/oferta/renault-austral-iconic-tce-160-edc-2023r-vat23-salon-polska-gwarancja-fabryczna-ID6GAXT8.html
Renault Austral;2023;34.422222222222224;37.21;-7.5;3;16.24;-81.5;otomoto.pl/osobowe/oferta/renault-austral-1-3-tce-mhev-160km-techno-aut-od-dealera-fv-23-ID6GuQGo.html
Renault Austral;2023;33.97777777777778;37.21;-8.7;13;16.24;-20.0;otomoto.pl/osobowe/oferta/renault-austral-autoryzowany-salon-sprzeda-renault-austral-espirit-alpine-ID6Gw016.html
Renault Austral;2023;33.31111111111111;37.21;-10.5;14;16.24;-13.8;otomoto.pl/osobowe/oferta/renault-austral-1-3-tce-mhev-160km-techno-esprit-alpine-aut-ID6Gl8AQ.html
Renault Austral;2023;33.31111111111111;37.21;-10.5;14;16.24;-13.8;otomoto.pl/osobowe/oferta/renault-austral-techno-esprit-alpine-160tce-salon-pl-f-vat-23-ID6GwYsU.html
Renault Austral;2023;33.31111111111111;37.21;-10.5;13;16.24;-20.0;otomoto.pl/osobowe/oferta/renault-austral-1-3-tce-mhev-techno-esprit-alpine-160km-edc-salon-pl-1-szy-wlascicie-ID6Gx5Ps.html
Renault Austral;2023;33.31111111111111;37.21;-10.5;11;16.24;-32.3;otomoto.pl/osobowe/oferta/renault-austral-1-3-tce-mhev-techno-esprit-alpine-aut-aso-salon-pl-kamera-ID6GAXyT.html
Renault Austral;2023;33.31111111111111;37.21;-10.5;10;16.24;-38.4;otomoto.pl/osobowe/oferta/renault-austral-austral-1-3-tce-mhev-techno-aut-ID6G5nPy.html
Renault Austral;2023;33.31111111111111;37.21;-10.5;9;16.24;-44.6;otomoto.pl/osobowe/oferta/renault-austral-austral-1-3-tce-mhev-techno-esprit-alpine-aut-ID6Gr9sQ.html
Renault Austral;2023;33.111111111111114;37.21;-11.0;13;16.24;-20.0;otomoto.pl/osobowe/oferta/renault-austral-ID6GnPnx.html
Renault Austral;2023;33.111111111111114;37.21;-11.0;11;16.24;-32.3;otomoto.pl/osobowe/oferta/renault-austral-ID6GnPgl.html
Renault Austral;2023;33.08888888888889;37.21;-11.1;10;16.24;-38.4;otomoto.pl/osobowe/oferta/renault-austral-1-3-m-hev-158km-salon-pl-techno-espirit-alpine-panorama-full-jak-nowy-ID6GBhn1.html
Renault Austral;2023;32.666666666666664;37.21;-12.2;5;16.24;-69.2;otomoto.pl/osobowe/oferta/renault-austral-1-3-tce-mhev-techno-aut-aso-salon-pl-1-wl-ID6Gia4O.html
Renault Austral;2023;31.95555555555556;37.21;-14.1;14;16.24;-13.8;otomoto.pl/osobowe/oferta/renault-austral-salon-polska-pierwszy-wlasciciel-ID6GzBTh.html
Renault Austral;2023;31.77777777777778;37.21;-14.6;5;16.24;-69.2;otomoto.pl/osobowe/oferta/renault-austral-techno-mild-hybrid-140-auto-nowy-rocznik-zyskaj-13-600-zl-ID6Gc3R1.html
Renault Austral;2023;31.511111111111113;37.21;-15.3;9;16.24;-44.6;otomoto.pl/osobowe/oferta/renault-austral-160km-1-3-tce-mhev-techno-aut-krajowy-tempomat-aktywny-pakiet-zimowy-ID6GpBx1.html
Renault Austral;2023;30.422222222222224;37.21;-18.2;14;16.24;-13.8;otomoto.pl/osobowe/oferta/renault-austral-renault-austral-techno-mild-hybrid-160-ID6FW0gT.html
Renault Captur;2023;21.08888888888889;22.3;-5.4;17;30.02;-43.4;otomoto.pl/osobowe/oferta/renault-captur-1-0-tce-techno-90km-salon-pl-1szy-wlasciciel-ID6GDj87.html
Renault Captur;2023;21.08888888888889;22.3;-5.4;6;30.02;-80.0;otomoto.pl/osobowe/oferta/renault-captur-salon-polska-gwarancja-fabryczna-bogata-wersja-ID6GpOqx.html
Renault Captur;2016;9.666666666666666;10.28;-6.0;62;99.19;-37.5;otomoto.pl/osobowe/oferta/renault-captur-stan-idealny-bardzo-zadbany-ID6GCH8o.html
Renault Captur;2013;7.7555555555555555;8.26;-6.1;126;133.37;-5.5;otomoto.pl/osobowe/oferta/renault-captur-sprowadzony-z-niemiec-zarejestrowany-niski-przebieg-super-stan-ID6GAEpR.html
Renault Captur;2013;7.7555555555555555;8.26;-6.1;91;133.37;-31.8;otomoto.pl/osobowe/oferta/renault-captur-92tys-ledy0-9tce-najlepszy-silnik-ID6GdKhe.html
Renault Captur;2013;7.7555555555555555;8.26;-6.1;91;133.37;-31.8;otomoto.pl/osobowe/oferta/renault-captur-92tys-ledy0-9tce-najlepszy-silnik-ID6GdKhe.html
Renault Captur;2018;11.110888888888889;11.94;-6.9;45;66.11;-31.9;otomoto.pl/osobowe/oferta/renault-captur-salon-polska-1-wlasciciel-serwis-aso-ID6GiKhl.html
Renault Captur;2018;11.110888888888889;11.94;-6.9;23;66.11;-65.2;otomoto.pl/osobowe/oferta/renault-captur-zarejestrowany-lift-klimatronik-komputer-grzane-fotele-tempomat-ID6GzLuL.html
Renault Captur;2022;18.644444444444446;20.08;-7.1;17;17.94;-5.2;otomoto.pl/osobowe/oferta/renault-captur-captur-1-0-tce-intens-salon-pl-vat-23-ID6GzmfZ.html
Renault Captur;2019;12.444222222222223;13.4;-7.1;105;117.74;-10.8;otomoto.pl/osobowe/oferta/renault-captur-1-3i-limited-sprowadzony-100-oryginal-serwis-aso-renault-top-ID6GDtuG.html
Renault Captur;2016;9.533333333333333;10.28;-7.3;88;99.19;-11.3;otomoto.pl/osobowe/oferta/renault-captur-pierwszy-wlasciciel-w-polsce-stan-idealny-ID6GCYjQ.html
Renault Captur;2016;9.533333333333333;10.28;-7.3;88;99.19;-11.3;otomoto.pl/osobowe/oferta/renault-captur-pierwszy-wlasciciel-w-polsce-stan-idealny-ID6GCYjQ.html
Renault Captur;2019;12.422222222222222;13.4;-7.3;30;117.74;-74.5;otomoto.pl/osobowe/oferta/renault-captur-ID6FlGxW.html
Renault Captur;2019;12.31111111111111;13.4;-8.1;87;117.74;-26.1;otomoto.pl/osobowe/oferta/renault-captur-ID6GBggr.html
Renault Captur;2019;12.2;13.4;-9.0;53;117.74;-55.0;otomoto.pl/osobowe/oferta/renault-captur-2019-navi-czujniki-keyless-ledy-ID6Gmdyd.html
Renault Captur;2019;12.2;13.4;-9.0;53;117.74;-55.0;otomoto.pl/osobowe/oferta/renault-captur-2019-navi-czujniki-keyless-ledy-ID6Gmdyd.html
Renault Captur;2016;9.31111111111111;10.28;-9.4;86;99.19;-13.3;otomoto.pl/osobowe/oferta/renault-captur-0-9t-90km-super-stan-import-gwarancja-raty-oplaty-ID6GBQAT.html
Renault Captur;2023;19.977777777777778;22.3;-10.4;26;30.02;-13.4;otomoto.pl/osobowe/oferta/renault-captur-tce-90km-1wl-salon-pl-czujniki-kamera-vat23-grupa-adamowscy-ID6GA0A6.html
Renault Captur;2023;19.977777777777778;22.3;-10.4;26;30.02;-13.4;otomoto.pl/osobowe/oferta/renault-captur-1-0-tce-90km-1wl-salon-pl-kamera-vat23-grupa-adamowscy-ID6GAbo5.html
Renault Captur;2023;19.977777777777778;22.3;-10.4;21;30.02;-30.0;otomoto.pl/osobowe/oferta/renault-captur-1-0-tce-techno-fotele-przod-podgrzewane-nadwozie-dwukolorowe-1-wl-ID6GeKfM.html
Renault Captur;2023;19.977777777777778;22.3;-10.4;10;30.02;-66.7;otomoto.pl/osobowe/oferta/renault-captur-tce-90km-1wl-salon-pl-czujniki-kamera-vat23-dealer-renault-adamowscy-ID6GzZAx.html
Renault Captur;2023;19.755555555555556;22.3;-11.4;15;30.02;-50.0;otomoto.pl/osobowe/oferta/renault-captur-techno-tce-100-lpg-komplet-kol-zimowych-niski-przebieg-od-reki-ID6GAcCb.html
Renault Captur;2019;11.777777777777779;13.4;-12.1;80;117.74;-32.1;otomoto.pl/osobowe/oferta/renault-captur-renault-captur-stan-idealny-ID6GCYVG.html
Renault Captur;2014;7.888888888888889;9.0;-12.3;117;124.69;-6.2;otomoto.pl/osobowe/oferta/renault-captur-0-9-tce-90km-nawigacja-gps-climatronic-tempomat-parktronic-ID6GCPx3.html
Renault Captur;2017;9.999777777777778;11.42;-12.4;74;81.84;-9.6;otomoto.pl/osobowe/oferta/renault-captur-1-2-118-km-ledy-nawigacja-74-tys-km-piekny-stan-z-niemiec-ID6GBp7n.html
Renault Captur;2023;19.533333333333335;22.3;-12.4;25;30.02;-16.7;otomoto.pl/osobowe/oferta/renault-captur-1-0-tce-90km-1wl-salon-pl-kamera-vat23-grupa-adamowscy-ID6GtWdZ.html
Renault Captur;2023;19.533333333333335;22.3;-12.4;22;30.02;-26.7;otomoto.pl/osobowe/oferta/renault-captur-1-0-tce-90km-1wl-salon-pl-kamera-vat23-grupa-adamowscy-ID6GuvXu.html
Renault Captur;2023;19.533333333333335;22.3;-12.4;21;30.02;-30.0;otomoto.pl/osobowe/oferta/renault-captur-tce-90km-1wl-salon-pl-czujniki-kamera-vat23-dealer-renault-adamowscy-ID6GtsdE.html
Renault Captur;2023;19.533333333333335;22.3;-12.4;20;30.02;-33.4;otomoto.pl/osobowe/oferta/renault-captur-90km-1wl-salonpl-kamera-grzanefotele-vat23-dealer-renault-ID6GjGvj.html
Renault Captur;2023;19.533333333333335;22.3;-12.4;20;30.02;-33.4;otomoto.pl/osobowe/oferta/renault-captur-90km-1wl-salonpl-kamera-grzanefotele-vat23-dealer-renault-ID6GjGvj.html
Renault Captur;2017;9.977777777777778;11.42;-12.6;73;81.84;-10.8;otomoto.pl/osobowe/oferta/renault-captur-samochod-z-pisemna-gwarancja-techniczna-ID6FLnsy.html
Renault Captur;2023;19.311111111111114;22.3;-13.4;16;30.02;-46.7;otomoto.pl/osobowe/oferta/renault-captur-captur-1-0-tce-techno-90km-ID6GDlJO.html
Renault Captur;2021;15.311111111111112;17.7;-13.5;32;41.69;-23.2;otomoto.pl/osobowe/oferta/renault-captur-benz-90km-klima-navi-tempo-full-led-32000-km-z-domu-ID6GvNgR.html
Renault Captur;2023;19.0;22.3;-14.8;24;30.02;-20.1;otomoto.pl/osobowe/oferta/renault-captur-captur-1-0-tce-techno-90km-ID6GytRb.html
Renault Captur;2023;19.0;22.3;-14.8;24;30.02;-20.1;otomoto.pl/osobowe/oferta/renault-captur-captur-1-0-tce-techno-90km-ID6Gy2v5.html
Renault Captur;2014;7.666666666666667;9.0;-14.8;87;124.69;-30.2;otomoto.pl/osobowe/oferta/renault-captur-navi-kamera-keyless-ID6Gv5uz.html
Renault Captur;2018;10.11111111111111;11.94;-15.3;56;66.11;-15.3;otomoto.pl/osobowe/oferta/renault-captur-perfekcyjny-stan-serwisowana-kamera-full-led-ID6GwBZB.html
Renault Captur;2020;13.955555555555556;16.52;-15.5;42;53.45;-21.4;otomoto.pl/osobowe/oferta/renault-captur-renault-captur-1-0-tce-intens-z-gwarancja-aso-easyservice-w-cenie-ID6GDxfm.html
Renault Captur;2022;16.81;20.08;-16.3;10;17.94;-44.3;otomoto.pl/osobowe/oferta/renault-captur-fv-vat-full-led-climatronic-podgrzewane-fotele-ID6GytkK.html
Renault Captur;2018;9.977777777777778;11.94;-16.4;35;66.11;-47.1;otomoto.pl/osobowe/oferta/renault-captur-maly-przebieg-led-vision-perla-oryginalny-lakier-ID6Gpto5.html
Renault Captur;2023;18.644444444444446;22.3;-16.4;15;30.02;-50.0;otomoto.pl/osobowe/oferta/renault-captur-captur-1-0-tce-techno-ID6GDEXt.html
Renault Captur;2019;11.044444444444444;13.4;-17.6;71;117.74;-39.7;otomoto.pl/osobowe/oferta/renault-captur-gwarancja-100-bezwypadkowy-jedyne-71tys-km-1-wlasciciel-zamiana-raty-ID6GBqv6.html
Renault Captur;2017;8.555555555555555;11.42;-25.1;50;81.84;-38.9;otomoto.pl/osobowe/oferta/renault-captur-renault-captur-0-9-energy-tce-intens-ID6Gqc9V.html
Renault Clio;2020;9.444444444444445;9.95;-5.1;46;74.22;-38.0;otomoto.pl/osobowe/oferta/renault-clio-0-9-tce-90km-limited-z-polskiego-salonu-vat-23-ID6GzBEx.html
Renault Clio;2023;18.08888888888889;19.07;-5.1;4;30.26;-86.8;otomoto.pl/osobowe/oferta/renault-clio-wersja-esprit-alpine-81400-zl-rej-01-2024-przepisze-cesje-leasingu-ID6GiaGJ.html
Renault Clio;2019;8.888666666666667;9.39;-5.3;79;96.38;-18.0;otomoto.pl/osobowe/oferta/renault-clio-0-9tce-limited-navi-czujniki-salon-polska-01-2020-1wl-vat23-ID6GChj1.html
Renault Clio;2017;7.866666666666666;8.31;-5.3;52;99.31;-47.6;otomoto.pl/osobowe/oferta/renault-clio-sprzedam-clio-pierwszy-wlasciciel-ID6GDC5y.html
Renault Clio;2018;9.733333333333333;10.32;-5.7;40;79.71;-49.8;otomoto.pl/osobowe/oferta/renault-clio-1-2-16v-bardzo-ladna-zadbana-bezwypadkowa-niski-przbieg-tylko-40-tys-ID6GB3C0.html
Renault Clio;2016;7.088888888888889;7.53;-5.9;49;110.66;-55.7;otomoto.pl/osobowe/oferta/renault-clio-klima-navi-parki-oplacony-przeb-49-tys-ID6GvKku.html
Renault Clio;2016;7.088888888888889;7.53;-5.9;49;110.66;-55.7;otomoto.pl/osobowe/oferta/renault-clio-klima-navi-parki-oplacony-przeb-49-tys-ID6GvKku.html
Renault Clio;2009;3.0;3.19;-6.0;152;162.77;-6.6;otomoto.pl/osobowe/oferta/renault-clio-renault-clio-1-2-16v-grandtour-sprowadzone-ID6GBmZa.html
Renault Clio;2017;7.7555555555555555;8.31;-6.7;55;99.31;-44.6;otomoto.pl/osobowe/oferta/renault-clio-stan-bardzo-dobry-ID6Gx8Ol.html
Renault Clio;2017;7.7555555555555555;8.31;-6.7;55;99.31;-44.6;otomoto.pl/osobowe/oferta/renault-clio-stan-bardzo-dobry-ID6Gx8Ol.html
Renault Clio;2023;17.755555555555556;19.07;-6.9;18;30.26;-40.5;otomoto.pl/osobowe/oferta/renault-clio-pierwszy-wlasciciel-stan-bardzo-dobry-full-opcja-ID6GbLnU.html
Renault Clio;2023;17.755555555555556;19.07;-6.9;12;30.26;-60.3;otomoto.pl/osobowe/oferta/renault-clio-polski-salon-bezwypadkowy-pierwszy-wlasciciel-faktura-vat-23-ID6Gvd0e.html
Renault Clio;2023;17.755555555555556;19.07;-6.9;8;30.26;-73.6;otomoto.pl/osobowe/oferta/renault-clio-clio-1-0-tce-techno-ID6GBkN1.html
Renault Clio;2016;7.0;7.53;-7.0;97;110.66;-12.3;otomoto.pl/osobowe/oferta/renault-clio-97-tys-km-serwis-aso-90-km-stan-bardzo-dobry-ID6GCitt.html
Renault Clio;2003;1.4;1.51;-7.3;100;139.0;-28.1;otomoto.pl/osobowe/oferta/renault-clio-okazja-xsenony-renault-clio-1-4-16v-dynamique-ID6GAXlO.html
Renault Clio;2013;5.555555555555555;6.01;-7.6;121;131.76;-8.2;otomoto.pl/osobowe/oferta/renault-clio-0-9-tce-salon-polska-navi-klima-tempomat-ID6GDqNi.html
Renault Clio;2012;3.9777777777777774;4.31;-7.7;101;134.63;-25.0;otomoto.pl/osobowe/oferta/renault-clio-1-2i-16v-klimatronik-jedyne-100-oookm-super-stan-ID6GA5d0.html
Renault Clio;2015;6.666444444444444;7.22;-7.7;70;120.0;-41.7;otomoto.pl/osobowe/oferta/renault-clio-renault-clio-4-tce-w-bardzo-dobrym-stanie-garazowany-komplet-opon-ID6GksuZ.html
Renault Clio;2018;9.511111111111111;10.32;-7.8;34;79.71;-57.3;otomoto.pl/osobowe/oferta/renault-clio-iv-f-2-1-2-16v-73km-limited-krajowy-aso-nawi-czujniki-klima-aut-gwar-ID6GDEkc.html
Renault Clio;2019;8.644444444444444;9.39;-7.9;44;96.38;-54.3;otomoto.pl/osobowe/oferta/renault-clio-samochod-z-pisemna-gwarancja-techniczna-ID6GwTYx.html
Renault Clio;2021;11.444444444444445;12.44;-8.0;35;42.25;-17.2;otomoto.pl/osobowe/oferta/renault-clio-2021r-1-0-tce-zen-led-tempomat-salon-polska-dw5rk36-ID6GDwAZ.html
Renault Clio;2008;2.442222222222222;2.66;-8.2;159;173.24;-8.2;otomoto.pl/osobowe/oferta/renault-clio-renault-clio-grandtour-1-2-tce-ID6GCWT6.html
Renault Clio;2014;5.977777777777778;6.54;-8.6;121;127.31;-5.0;otomoto.pl/osobowe/oferta/renault-clio-1-2-benzyna-75km-klima-alu-1-wlasciciel-niski-przebieg-stan-bdb-ID6Gx5BE.html
Renault Clio;2006;2.3555555555555556;2.58;-8.7;149;166.37;-10.4;otomoto.pl/osobowe/oferta/renault-clio-renault-clio-ii-2006-1-2-storia-60km-149-000-km-klimatyzacja-ID6GCZIM.html
Renault Clio;2019;8.555555555555555;9.39;-8.9;60;96.38;-37.7;otomoto.pl/osobowe/oferta/renault-clio-full-led-nawigacja-keyless-skora-climatronic-ID6GDwn7.html
Renault Clio;2013;5.444444444444445;6.01;-9.4;102;131.76;-22.6;otomoto.pl/osobowe/oferta/renault-clio-salon-polska-apple-car-play-android-auto-nowy-akumulator-ID6GznGO.html
Renault Clio;2018;9.333333333333334;10.32;-9.6;70;79.71;-12.2;otomoto.pl/osobowe/oferta/renault-clio-0-9-tce-salon-polska-navi-klima-tempomat-parktronic-ID6GCRQO.html
Renault Clio;2017;7.48888888888889;8.31;-9.9;68;99.31;-31.5;otomoto.pl/osobowe/oferta/renault-clio-clio-1-2-ID6FReqg.html
Renault Clio;2014;5.888888888888889;6.54;-10.0;68;127.31;-46.6;otomoto.pl/osobowe/oferta/renault-clio-renault-clio-iv-2014-ID6GCWNV.html
Renault Clio;2018;9.222222222222221;10.32;-10.6;23;79.71;-71.1;otomoto.pl/osobowe/oferta/renault-clio-renault-clio-0-9-salon-polska-ID6GC9co.html
Renault Clio;2012;3.8444444444444446;4.31;-10.8;89;134.63;-33.9;otomoto.pl/osobowe/oferta/renault-clio-renault-clio-iii-lift-1-2-benzyna-niski-przebieg-zadabany-oszczedny-ID6GDAkv.html
Renault Clio;2020;8.844444444444443;9.95;-11.1;60;74.22;-19.2;otomoto.pl/osobowe/oferta/renault-clio-salon-polska-serwisowana-wersja-limited-navigacja-ID6GbCjR.html
Renault Clio;2013;5.333333333333333;6.01;-11.3;61;131.76;-53.7;otomoto.pl/osobowe/oferta/renault-clio-stan-idealny-w-komplecie-opony-letnie-z-felgami-stalowymi-ID6GD3rK.html
Renault Clio;2013;5.311111111111111;6.01;-11.6;124;131.76;-5.9;otomoto.pl/osobowe/oferta/renault-clio-samochod-uzywany-bezwypadkowy-ID6GugWF.html
Renault Clio;2003;1.3331111111111111;1.51;-11.7;113;139.0;-18.7;otomoto.pl/osobowe/oferta/renault-clio-niemiec-1-2-16v-ben-5-drzwisprawna-klima-113-tys-km-idealne-ID6GBxXT.html
Renault Clio;2007;2.2;2.5;-12.0;161;178.06;-9.6;otomoto.pl/osobowe/oferta/renault-clio-sprzedam-renault-clio-iii-2007-ID6GAfTq.html
Renault Clio;2016;6.622222222222223;7.53;-12.1;92;110.66;-16.9;otomoto.pl/osobowe/oferta/renault-clio-alize-salon-polska-faktura-vat-ID6GdQRE.html
Renault Clio;2016;6.622222222222223;7.53;-12.1;92;110.66;-16.9;otomoto.pl/osobowe/oferta/renault-clio-alize-salon-polska-faktura-vat-ID6GdQRE.html
Renault Clio;2012;3.7777777777777777;4.31;-12.3;37;134.63;-72.5;otomoto.pl/osobowe/oferta/renault-clio-renault-clio-iii-2012-r-ID6Gtw6X.html
Renault Clio;2023;16.644444444444446;19.07;-12.7;5;30.26;-83.5;otomoto.pl/osobowe/oferta/renault-clio-clio-evolution-tce-90-2024-ID6Gicac.html
Renault Clio;2023;16.644444444444446;19.07;-12.7;5;30.26;-83.5;otomoto.pl/osobowe/oferta/renault-clio-clio-evolution-tce-90-2024-ID6Gicac.html
Renault Clio;2023;16.62222222222222;19.07;-12.8;5;30.26;-83.5;otomoto.pl/osobowe/oferta/renault-clio-evolution-tce-90-2024r-ID6G8CTJ.html
Renault Clio;2023;16.48888888888889;19.07;-13.5;7;30.26;-76.9;otomoto.pl/osobowe/oferta/renault-clio-nowe-clio-evolution-po-liftingu-ID6FOUgl.html
Renault Clio;2018;8.888666666666667;10.32;-13.9;74;79.71;-7.2;otomoto.pl/osobowe/oferta/renault-clio-salon-polska-rej-2019r-1-wlasciciel-serwisowany-fv-vat-ID6Gm9pv.html
Renault Clio;2022;13.31111111111111;15.54;-14.3;10;21.64;-53.8;otomoto.pl/osobowe/oferta/renault-clio-equilibre-tce-2022r-vat23-gwarancja-fabryczna-salon-pl-ID6GCJly.html
Renault Clio;2023;16.333333333333332;19.07;-14.4;5;30.26;-83.5;otomoto.pl/osobowe/oferta/renault-clio-auto-zieba-nowe-clio-ID6FSqnU.html
Renault Clio;2022;13.222222222222221;15.54;-14.9;5;21.64;-76.9;otomoto.pl/osobowe/oferta/renault-clio-renault-clio-999cm390km-1-0-tce-clio-equlibre-przebieg-5000km-ID6GCECY.html
Renault Clio;2013;5.088888888888889;6.01;-15.3;93;131.76;-29.4;otomoto.pl/osobowe/oferta/renault-clio-oryginalny-przebieg-serwis-okazja-ID6GDNJg.html
Renault Clio;2020;8.422222222222222;9.95;-15.4;64;74.22;-13.8;otomoto.pl/osobowe/oferta/renault-clio-0-9-energy-tce-alize-90km-ID6GA05Y.html
Renault Clio;2023;16.133111111111113;19.07;-15.4;5;30.26;-83.5;otomoto.pl/osobowe/oferta/renault-clio-evolution-tce-90-lifting-ID6G3l1r.html
Renault Clio;2010;3.011111111111111;3.57;-15.7;149;163.0;-8.6;otomoto.pl/osobowe/oferta/renault-clio-super-stan-zobacz-zdjecia-ID6GC7Tw.html
Renault Clio;2023;15.999777777777776;19.07;-16.1;5;30.26;-83.5;otomoto.pl/osobowe/oferta/renault-clio-evolution-tce-90-ID6FJI4C.html
Renault Clio;2006;2.1555555555555554;2.58;-16.5;153;166.37;-8.0;otomoto.pl/osobowe/oferta/renault-clio-import-niemcy-bezwypadkowy-tylko-154000km-ID6Gp0F7.html
Renault Clio;2012;3.533333333333333;4.31;-18.0;44;134.63;-67.3;otomoto.pl/osobowe/oferta/renault-clio-bardzo-niski-przebieg-ID6GpHne.html
Renault Clio;2006;2.111111111111111;2.58;-18.2;149;166.37;-10.4;otomoto.pl/osobowe/oferta/renault-clio-iii-1-2i-klima-alufelgi-zadbane-ID6GCPIv.html
Renault Clio;2005;1.488888888888889;1.83;-18.6;142;180.5;-21.3;otomoto.pl/osobowe/oferta/renault-clio-euro-4-klima-niski-przebieg-idealny-stan-ID6GzJqs.html
